Row_ID,Tenant_ID,Tenant_Name,Owner_ID,Owner_Name,WH_ID,Warehouse_Location,Warehouse_State,Warehouse_Type,Warehouse_Size,Month,Month_Name,Quarter,Monthly_Rent_INR,GST_18pct_INR,Total_Invoice_INR,Lease_Duration_Months,Payment_Status,Payment_Date,Delay_Days,Amount_Paid_INR,Balance_Due_INR,Invoice_Sent,Invoice_Date,Due_Date,Reminder_Sent,Email_Sent,WhatsApp_Sent,Tenant_Type,Industry_Type,Payment_Behavior,Customer_Tenure_Months,Is_Paid_Binary,Is_Delayed_Binary,Revenue_Collected_INR,Size_Encoded,Type_Encoded,Behavior_Encoded,TenantType_Encoded,Risk_Score,Tenant_Segment,Month_Num,KMeans_Cluster,Cluster_Label,Tenant_Email,Tenant_Phone,Contact_Person,Owner_Email,Owner_Phone
TXN-0056,TNT-03,QuickShip Logistics,OWN-03,Amit Patel,WH-03,Ahmedabad,Gujarat,Distribution Hub,Large,01-11-2024,Nov-24,Q4-2024,123191,22174,145365,24,Paid,11-11-2024,0,145365,0,Yes,01-11-2024,11-11-2024,No,Yes,Yes,Business,Logistics,On-time,42,1,0,145365,3,4,1,1,12.5,High-Value Regular,23,3,High-Value Regular,finance@quickship.in,9834567890,Vikram Singh,amit.patel@warehub.in,9812345678
TXN-0057,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-01-2023,Jan-23,Q1-2023,28165,5069,33234,12,Not Paid,,751,0,33234,Yes,01-01-2023,11-01-2023,Yes,Yes,Yes,Business,Textile,Defaulted,18,0,0,0,2,2,4,1,92.5,Defaulter,1,1,Late Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0058,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-02-2023,Feb-23,Q1-2023,28165,5069,33234,12,Paid,20-02-2023,9,33234,0,Yes,01-02-2023,11-02-2023,No,Yes,Yes,Business,Textile,Slightly Delayed,18,1,1,33234,2,2,2,1,36.5,Late Payer,2,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0059,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-04-2023,Apr-23,Q2-2023,28165,5069,33234,12,Paid,03-05-2023,22,33234,0,Yes,01-04-2023,11-04-2023,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,52.3,Late Payer,4,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0060,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-05-2023,May-23,Q2-2023,28165,5069,33234,12,Paid,01-06-2023,21,33234,0,Yes,01-05-2023,11-05-2023,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,51.8,Late Payer,5,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0061,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-06-2023,Jun-23,Q2-2023,28165,5069,33234,12,Not Paid,,600,0,33234,Yes,01-06-2023,11-06-2023,Yes,Yes,Yes,Business,Textile,Defaulted,18,0,0,0,2,2,4,1,92.5,Defaulter,6,1,Late Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0062,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-07-2023,Jul-23,Q3-2023,28165,5069,33234,12,Not Paid,,570,0,33234,Yes,01-07-2023,11-07-2023,Yes,Yes,Yes,Business,Textile,Defaulted,18,0,0,0,2,2,4,1,92.5,Defaulter,7,1,Late Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0063,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-08-2023,Aug-23,Q3-2023,28165,5069,33234,12,Paid,22-08-2023,11,33234,0,Yes,01-08-2023,11-08-2023,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,47.4,Late Payer,8,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0064,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-09-2023,Sep-23,Q3-2023,28165,5069,33234,12,Paid,28-09-2023,17,33234,0,Yes,01-09-2023,11-09-2023,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,50.1,Late Payer,9,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0065,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-10-2023,Oct-23,Q4-2023,28165,5069,33234,12,Not Paid,,478,0,33234,Yes,01-10-2023,11-10-2023,Yes,Yes,Yes,Business,Textile,Defaulted,18,0,0,0,2,2,4,1,92.5,Defaulter,10,1,Late Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0066,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-11-2023,Nov-23,Q4-2023,28165,5069,33234,12,Paid,02-12-2023,21,33234,0,Yes,01-11-2023,11-11-2023,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,51.8,Late Payer,11,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0067,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-12-2023,Dec-23,Q4-2023,28165,5069,33234,12,Paid,23-12-2023,12,33234,0,Yes,01-12-2023,11-12-2023,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,47.8,Late Payer,12,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0068,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-02-2024,Feb-24,Q1-2024,28165,5069,33234,12,Paid,26-02-2024,15,33234,0,Yes,01-02-2024,11-02-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,49.2,Late Payer,14,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0069,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-03-2024,Mar-24,Q1-2024,28165,5069,33234,12,Paid,02-04-2024,22,33234,0,Yes,01-03-2024,11-03-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,52.3,Late Payer,15,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0070,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-04-2024,Apr-24,Q2-2024,28165,5069,33234,12,Paid,23-04-2024,12,33234,0,Yes,01-04-2024,11-04-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,47.8,Late Payer,16,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0071,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-05-2024,May-24,Q2-2024,28165,5069,33234,12,Paid,05-06-2024,25,33234,0,Yes,01-05-2024,11-05-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,53.6,Late Payer,17,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0072,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-06-2024,Jun-24,Q2-2024,28165,5069,33234,12,Paid,18-06-2024,7,33234,0,Yes,01-06-2024,11-06-2024,No,Yes,Yes,Business,Textile,Slightly Delayed,18,1,1,33234,2,2,2,1,35.6,Late Payer,18,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0073,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-07-2024,Jul-24,Q3-2024,28165,5069,33234,12,Not Paid,,204,0,33234,Yes,01-07-2024,11-07-2024,Yes,Yes,Yes,Business,Textile,Defaulted,18,0,0,0,2,2,4,1,92.5,Defaulter,19,1,Late Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0074,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-08-2024,Aug-24,Q3-2024,28165,5069,33234,12,Paid,23-08-2024,12,33234,0,Yes,01-08-2024,11-08-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,47.8,Late Payer,20,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0075,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-09-2024,Sep-24,Q3-2024,28165,5069,33234,12,Paid,01-10-2024,20,33234,0,Yes,01-09-2024,11-09-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,51.4,Late Payer,21,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0076,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-10-2024,Oct-24,Q4-2024,28165,5069,33234,12,Paid,20-10-2024,9,33234,0,Yes,01-10-2024,11-10-2024,No,Yes,Yes,Business,Textile,Slightly Delayed,18,1,1,33234,2,2,2,1,36.5,Late Payer,22,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0077,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-11-2024,Nov-24,Q4-2024,28165,5069,33234,12,Paid,04-12-2024,23,33234,0,Yes,01-11-2024,11-11-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,52.7,Late Payer,23,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0078,TNT-04,TextilePro Exports,OWN-04,Sunita Gupta,WH-04,Surat,Gujarat,Dry Warehouse,Medium,01-12-2024,Dec-24,Q4-2024,28165,5069,33234,12,Paid,23-12-2024,12,33234,0,Yes,01-12-2024,11-12-2024,Yes,Yes,Yes,Business,Textile,Delayed,18,1,1,33234,2,2,3,1,47.8,Late Payer,24,2,Regular Payer,admin@textilepro.com,9845678901,Anita Desai,sunita.gupta@warehub.in,9898765432
TXN-0079,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-01-2023,Jan-23,Q1-2023,21061,3790,24851,24,Paid,11-01-2023,0,24851,0,Yes,01-01-2023,11-01-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,1,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0080,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-02-2023,Feb-23,Q1-2023,21061,3790,24851,24,Paid,11-02-2023,0,24851,0,Yes,01-02-2023,11-02-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,2,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0081,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-03-2023,Mar-23,Q1-2023,21061,3790,24851,24,Paid,11-03-2023,0,24851,0,Yes,01-03-2023,11-03-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,3,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0082,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-04-2023,Apr-23,Q2-2023,21061,3790,24851,24,Paid,11-04-2023,0,24851,0,Yes,01-04-2023,11-04-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,4,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0083,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-06-2023,Jun-23,Q2-2023,21061,3790,24851,24,Paid,11-06-2023,0,24851,0,Yes,01-06-2023,11-06-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,6,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0084,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-07-2023,Jul-23,Q3-2023,21061,3790,24851,24,Paid,11-07-2023,0,24851,0,Yes,01-07-2023,11-07-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,7,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0085,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-09-2023,Sep-23,Q3-2023,21061,3790,24851,24,Paid,11-09-2023,0,24851,0,Yes,01-09-2023,11-09-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,9,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0086,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-10-2023,Oct-23,Q4-2023,21061,3790,24851,24,Paid,11-10-2023,0,24851,0,Yes,01-10-2023,11-10-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,10,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0087,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-11-2023,Nov-23,Q4-2023,21061,3790,24851,24,Paid,11-11-2023,0,24851,0,Yes,01-11-2023,11-11-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,11,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0088,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-12-2023,Dec-23,Q4-2023,21061,3790,24851,24,Paid,11-12-2023,0,24851,0,Yes,01-12-2023,11-12-2023,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,12,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0089,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-01-2024,Jan-24,Q1-2024,21061,3790,24851,24,Paid,11-01-2024,0,24851,0,Yes,01-01-2024,11-01-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,13,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0090,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-02-2024,Feb-24,Q1-2024,21061,3790,24851,24,Paid,11-02-2024,0,24851,0,Yes,01-02-2024,11-02-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,14,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0091,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-03-2024,Mar-24,Q1-2024,21061,3790,24851,24,Paid,11-03-2024,0,24851,0,Yes,01-03-2024,11-03-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,15,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0092,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-04-2024,Apr-24,Q2-2024,21061,3790,24851,24,Paid,11-04-2024,0,24851,0,Yes,01-04-2024,11-04-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,16,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0093,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-05-2024,May-24,Q2-2024,21061,3790,24851,24,Paid,11-05-2024,0,24851,0,Yes,01-05-2024,11-05-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,17,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0094,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-06-2024,Jun-24,Q2-2024,21061,3790,24851,24,Paid,11-06-2024,0,24851,0,Yes,01-06-2024,11-06-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,18,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0095,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-07-2024,Jul-24,Q3-2024,21061,3790,24851,24,Paid,11-07-2024,0,24851,0,Yes,01-07-2024,11-07-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,19,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0096,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-08-2024,Aug-24,Q3-2024,21061,3790,24851,24,Paid,11-08-2024,0,24851,0,Yes,01-08-2024,11-08-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,20,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0097,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-10-2024,Oct-24,Q4-2024,21061,3790,24851,24,Paid,11-10-2024,0,24851,0,Yes,01-10-2024,11-10-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,22,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0098,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-11-2024,Nov-24,Q4-2024,21061,3790,24851,24,Paid,11-11-2024,0,24851,0,Yes,01-11-2024,11-11-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,23,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0099,TNT-05,PharmaPlus India,OWN-02,Meena Joshi,WH-05,Jaipur,Rajasthan,Cold Storage,Small,01-12-2024,Dec-24,Q4-2024,21061,3790,24851,24,Paid,11-12-2024,0,24851,0,Yes,01-12-2024,11-12-2024,No,Yes,Yes,Business,Pharma,On-time,30,1,0,24851,1,3,1,1,17.5,Regular Payer,24,0,Regular Payer,ap@pharmaplus.in,9856789012,Dr. R. Mehta,meena.joshi@warehub.in,9823456789
TXN-0100,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-01-2023,Jan-23,Q1-2023,107423,19336,126759,24,Paid,11-01-2023,0,126759,0,Yes,01-01-2023,11-01-2023,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,1,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0101,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-04-2023,Apr-23,Q2-2023,107423,19336,126759,24,Paid,11-04-2023,0,126759,0,Yes,01-04-2023,11-04-2023,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,4,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0102,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-05-2023,May-23,Q2-2023,107423,19336,126759,24,Paid,11-05-2023,0,126759,0,Yes,01-05-2023,11-05-2023,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,5,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0103,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-07-2023,Jul-23,Q3-2023,107423,19336,126759,24,Paid,11-07-2023,0,126759,0,Yes,01-07-2023,11-07-2023,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,7,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0104,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-09-2023,Sep-23,Q3-2023,107423,19336,126759,24,Paid,11-09-2023,0,126759,0,Yes,01-09-2023,11-09-2023,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,9,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0105,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-10-2023,Oct-23,Q4-2023,107423,19336,126759,24,Paid,11-10-2023,0,126759,0,Yes,01-10-2023,11-10-2023,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,10,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0106,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-01-2024,Jan-24,Q1-2024,107423,19336,126759,24,Paid,11-01-2024,0,126759,0,Yes,01-01-2024,11-01-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,13,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0107,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-02-2024,Feb-24,Q1-2024,107423,19336,126759,24,Paid,11-02-2024,0,126759,0,Yes,01-02-2024,11-02-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,14,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0108,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-03-2024,Mar-24,Q1-2024,107423,19336,126759,24,Paid,11-03-2024,0,126759,0,Yes,01-03-2024,11-03-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,15,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0109,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-04-2024,Apr-24,Q2-2024,107423,19336,126759,24,Paid,11-04-2024,0,126759,0,Yes,01-04-2024,11-04-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,16,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0110,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-05-2024,May-24,Q2-2024,107423,19336,126759,24,Paid,11-05-2024,0,126759,0,Yes,01-05-2024,11-05-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,17,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0111,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-06-2024,Jun-24,Q2-2024,107423,19336,126759,24,Paid,11-06-2024,0,126759,0,Yes,01-06-2024,11-06-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,18,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0112,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-09-2024,Sep-24,Q3-2024,107423,19336,126759,24,Paid,11-09-2024,0,126759,0,Yes,01-09-2024,11-09-2024,No,Yes,Yes,Business,FMCG,On-time,24,1,0,126759,3,4,1,1,20,High-Value Regular,21,0,Regular Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
